Date,HSI,SI,PI,CI,DTI,HSI_target_7d,HSI_target_30d,HSI_target_60d,HSI_target_90d,SI_target_7d,SI_target_30d,SI_target_60d,SI_target_90d,PI_target_7d,PI_target_30d,PI_target_60d,PI_target_90d,CI_target_7d,CI_target_30d,CI_target_60d,CI_target_90d
2017-09-15,536,977,1521,2685,739,596.0,656.0,640.0,635.0,1061.0,1082.0,872.0,944.0,1493.0,1637.0,1346.0,1714.0,3147.0,2980.0,3209.0,3936.0
2017-09-18,551,997,1529,2681,744,602.0,666.0,630.0,637.0,1068.0,1105.0,845.0,943.0,1474.0,1646.0,1285.0,1643.0,3173.0,3134.0,3153.0,3656.0
2017-09-19,562,1017,1536,2723,744,607.0,673.0,628.0,637.0,1065.0,1116.0,850.0,943.0,1446.0,1648.0,1280.0,1643.0,3101.0,3186.0,3214.0,3656.0
2017-09-20,576,1033,1531,2861,740,613.0,679.0,628.0,636.0,1054.0,1126.0,850.0,938.0,1406.0,1643.0,1280.0,1593.0,2942.0,3145.0,3214.0,3510.0
2017-09-21,586,1050,1514,2948,751,616.0,683.0,628.0,632.0,1041.0,1128.0,850.0,933.0,1352.0,1642.0,1280.0,1546.0,2824.0,3187.0,3214.0,3216.0
2017-09-22,596,1061,1493,3147,760,616.0,683.0,625.0,627.0,1021.0,1128.0,856.0,925.0,1308.0,1642.0,1275.0,1445.0,2738.0,3187.0,3255.0,3115.0
2017-09-25,602,1068,1474,3173,772,614.0,690.0,620.0,612.0,1006.0,1129.0,914.0,901.0,1268.0,1592.0,1295.0,1340.0,2671.0,3202.0,3453.0,2281.0
2017-09-26,607,1065,1446,3101,781,612.0,688.0,619.0,612.0,984.0,1117.0,923.0,901.0,1247.0,1553.0,1299.0,1340.0,2618.0,3182.0,3540.0,2281.0
2017-09-27,613,1054,1406,2942,780,609.0,687.0,619.0,612.0,968.0,1100.0,923.0,901.0,1276.0,1517.0,1299.0,1340.0,2667.0,3220.0,3540.0,2281.0
2017-09-28,616,1041,1352,2824,783,607.0,685.0,619.0,612.0,965.0,1081.0,923.0,901.0,1345.0,1498.0,1299.0,1340.0,2888.0,3217.0,3540.0,2281.0
2017-09-29,616,1021,1308,2738,782,610.0,685.0,620.0,612.0,971.0,1081.0,929.0,901.0,1406.0,1498.0,1320.0,1340.0,2929.0,3217.0,3659.0,2281.0
2017-10-02,614,1006,1268,2671,776,613.0,673.0,626.0,612.0,978.0,1043.0,944.0,901.0,1438.0,1503.0,1494.0,1340.0,2906.0,3137.0,4025.0,2281.0
2017-10-03,612,984,1247,2618,775,618.0,668.0,626.0,612.0,996.0,1027.0,944.0,901.0,1465.0,1539.0,1559.0,1340.0,2894.0,3059.0,4129.0,2281.0
2017-10-04,609,968,1276,2667,758,623.0,664.0,626.0,612.0,1020.0,1014.0,944.0,901.0,1504.0,1562.0,1559.0,1340.0,2882.0,3036.0,4129.0,2281.0
2017-10-05,607,965,1345,2888,760,635.0,661.0,626.0,607.0,1050.0,1001.0,944.0,894.0,1556.0,1567.0,1559.0,1332.0,2859.0,3044.0,4129.0,2426.0
2017-10-06,610,971,1406,2929,766,649.0,661.0,628.0,604.0,1069.0,1001.0,944.0,884.0,1606.0,1567.0,1571.0,1365.0,2871.0,3044.0,4115.0,2715.0
2017-10-09,613,978,1438,2906,776,656.0,654.0,631.0,594.0,1082.0,961.0,943.0,886.0,1637.0,1515.0,1588.0,1424.0,2980.0,3259.0,4193.0,2826.0
2017-10-10,618,996,1465,2894,783,663.0,648.0,632.0,594.0,1094.0,936.0,939.0,886.0,1651.0,1468.0,1624.0,1424.0,3079.0,3349.0,4272.0,2826.0
2017-10-11,623,1020,1504,2882,818,666.0,644.0,632.0,592.0,1105.0,912.0,939.0,889.0,1646.0,1418.0,1624.0,1428.0,3134.0,3360.0,4272.0,2820.0
2017-10-12,635,1050,1556,2859,856,673.0,642.0,632.0,589.0,1116.0,888.0,939.0,898.0,1648.0,1387.0,1624.0,1404.0,3186.0,3351.0,4272.0,2677.0
2017-10-13,649,1069,1606,2871,870,679.0,642.0,633.0,587.0,1126.0,888.0,942.0,902.0,1643.0,1387.0,1672.0,1371.0,3145.0,3351.0,4293.0,2384.0
2017-10-16,656,1082,1637,2980,903,683.0,637.0,636.0,585.0,1128.0,858.0,942.0,908.0,1642.0,1320.0,1677.0,1340.0,3187.0,3108.0,3777.0,2231.0
2017-10-17,663,1094,1651,3079,913,687.0,634.0,637.0,585.0,1130.0,849.0,943.0,908.0,1626.0,1298.0,1643.0,1340.0,3202.0,3084.0,3656.0,2231.0
2017-10-18,666,1105,1646,3134,916,690.0,630.0,637.0,583.0,1129.0,845.0,943.0,910.0,1592.0,1285.0,1643.0,1329.0,3202.0,3153.0,3656.0,2010.0
2017-10-19,673,1116,1648,3186,907,688.0,628.0,637.0,581.0,1117.0,850.0,943.0,910.0,1553.0,1280.0,1643.0,1317.0,3182.0,3214.0,3656.0,1743.0
2017-10-20,679,1126,1643,3145,902,687.0,628.0,636.0,580.0,1100.0,850.0,938.0,910.0,1517.0,1280.0,1593.0,1311.0,3220.0,3214.0,3510.0,1611.0
2017-10-23,683,1128,1642,3187,896,685.0,624.0,625.0,585.0,1081.0,875.0,914.0,913.0,1498.0,1281.0,1395.0,1362.0,3217.0,3298.0,2830.0,1445.0
2017-10-24,687,1130,1626,3202,899,679.0,622.0,612.0,585.0,1060.0,899.0,901.0,913.0,1492.0,1284.0,1340.0,1362.0,3219.0,3420.0,2281.0,1445.0
2017-10-25,690,1129,1592,3202,901,673.0,620.0,612.0,586.0,1043.0,914.0,901.0,911.0,1503.0,1295.0,1340.0,1404.0,3137.0,3453.0,2281.0,1525.0
2017-10-26,688,1117,1553,3182,912,668.0,619.0,612.0,584.0,1027.0,923.0,901.0,908.0,1539.0,1299.0,1340.0,1456.0,3059.0,3540.0,2281.0,1676.0
2017-10-27,687,1100,1517,3220,920,664.0,619.0,612.0,581.0,1014.0,923.0,901.0,904.0,1562.0,1299.0,1340.0,1481.0,3036.0,3540.0,2281.0,1752.0
2017-10-30,685,1081,1498,3217,914,661.0,622.0,612.0,573.0,1001.0,936.0,901.0,895.0,1567.0,1368.0,1340.0,1485.0,3044.0,3740.0,2281.0,1784.0
2017-10-31,679,1060,1492,3219,904,658.0,623.0,612.0,573.0,988.0,941.0,901.0,895.0,1558.0,1433.0,1340.0,1485.0,3101.0,3848.0,2281.0,1784.0
2017-11-01,673,1043,1503,3137,871,654.0,626.0,612.0,566.0,961.0,944.0,901.0,889.0,1515.0,1494.0,1340.0,1450.0,3259.0,4025.0,2281.0,1748.0
2017-11-02,668,1027,1539,3059,867,648.0,626.0,612.0,558.0,936.0,944.0,901.0,884.0,1468.0,1559.0,1340.0,1411.0,3349.0,4129.0,2281.0,1613.0
2017-11-03,664,1014,1562,3036,855,644.0,626.0,612.0,552.0,912.0,944.0,901.0,877.0,1418.0,1559.0,1340.0,1378.0,3360.0,4129.0,2281.0,1528.0
2017-11-06,661,1001,1567,3044,843,642.0,629.0,600.0,543.0,888.0,945.0,884.0,865.0,1387.0,1563.0,1400.0,1339.0,3351.0,4126.0,2791.0,1433.0
2017-11-07,658,988,1558,3101,820,640.0,630.0,594.0,543.0,872.0,944.0,886.0,865.0,1346.0,1564.0,1424.0,1339.0,3209.0,4147.0,2826.0,1433.0
2017-11-08,654,961,1515,3259,814,637.0,631.0,594.0,538.0,858.0,943.0,886.0,857.0,1320.0,1588.0,1424.0,1316.0,3108.0,4193.0,2826.0,1519.0
2017-11-09,648,936,1468,3349,807,634.0,632.0,594.0,532.0,849.0,939.0,886.0,844.0,1298.0,1624.0,1424.0,1293.0,3084.0,4272.0,2826.0,1578.0
2017-11-10,644,912,1418,3360,802,630.0,632.0,592.0,529.0,845.0,939.0,889.0,833.0,1285.0,1624.0,1428.0,1263.0,3153.0,4272.0,2820.0,1662.0
2017-11-13,642,888,1387,3351,803,628.0,633.0,587.0,520.0,850.0,943.0,907.0,819.0,1280.0,1718.0,1348.0,1237.0,3214.0,4211.0,2296.0,1824.0
2017-11-14,640,872,1346,3209,796,625.0,635.0,585.0,520.0,856.0,944.0,908.0,819.0,1275.0,1714.0,1340.0,1237.0,3255.0,3936.0,2231.0,1824.0
2017-11-15,637,858,1320,3108,790,624.0,636.0,585.0,518.0,875.0,942.0,908.0,817.0,1281.0,1677.0,1340.0,1228.0,3298.0,3777.0,2231.0,1793.0
2017-11-16,634,849,1298,3084,787,622.0,637.0,585.0,516.0,899.0,943.0,908.0,823.0,1284.0,1643.0,1340.0,1231.0,3420.0,3656.0,2231.0,1721.0
2017-11-17,630,845,1285,3153,790,620.0,637.0,583.0,515.0,914.0,943.0,910.0,832.0,1295.0,1643.0,1329.0,1251.0,3453.0,3656.0,2010.0,1663.0
2017-11-20,628,850,1280,3214,809,619.0,632.0,584.0,517.0,923.0,933.0,911.0,840.0,1299.0,1546.0,1333.0,1294.0,3540.0,3216.0,1493.0,1597.0
2017-11-21,625,856,1275,3255,827,620.0,627.0,585.0,517.0,929.0,925.0,913.0,840.0,1320.0,1445.0,1362.0,1294.0,3659.0,3115.0,1445.0,1597.0
2017-11-22,624,875,1281,3298,827,622.0,625.0,585.0,519.0,936.0,914.0,913.0,847.0,1368.0,1395.0,1362.0,1333.0,3740.0,2830.0,1445.0,1678.0
2017-11-23,622,899,1284,3420,826,623.0,612.0,585.0,522.0,941.0,901.0,913.0,856.0,1433.0,1340.0,1362.0,1388.0,3848.0,2281.0,1445.0,1717.0
2017-11-24,620,914,1295,3453,820,626.0,612.0,586.0,529.0,944.0,901.0,911.0,871.0,1494.0,1340.0,1404.0,1438.0,4025.0,2281.0,1525.0,1725.0
2017-11-27,619,923,1299,3540,812,626.0,612.0,577.0,538.0,944.0,901.0,900.0,919.0,1559.0,1340.0,1492.0,1504.0,4129.0,2281.0,1772.0,1680.0
2017-11-28,620,929,1320,3659,798,628.0,612.0,573.0,538.0,944.0,901.0,895.0,919.0,1571.0,1340.0,1485.0,1504.0,4115.0,2281.0,1784.0,1680.0
2017-11-29,622,936,1368,3740,799,629.0,612.0,573.0,545.0,945.0,901.0,895.0,948.0,1563.0,1340.0,1485.0,1513.0,4126.0,2281.0,1784.0,1595.0
2017-11-30,623,941,1433,3848,794,630.0,612.0,573.0,557.0,944.0,901.0,895.0,973.0,1564.0,1340.0,1485.0,1513.0,4147.0,2281.0,1784.0,1560.0
2017-12-01,626,944,1494,4025,806,631.0,612.0,566.0,579.0,943.0,901.0,889.0,992.0,1588.0,1340.0,1450.0,1505.0,4193.0,2281.0,1748.0,1568.0
2017-12-04,626,944,1559,4129,820,632.0,607.0,547.0,590.0,939.0,894.0,872.0,1006.0,1624.0,1332.0,1359.0,1502.0,4272.0,2426.0,1470.0,1597.0
2017-12-05,628,944,1571,4115,821,633.0,604.0,543.0,590.0,942.0,884.0,865.0,1006.0,1672.0,1365.0,1339.0,1502.0,4293.0,2715.0,1433.0,1597.0
2017-12-06,629,945,1563,4126,822,633.0,600.0,543.0,595.0,943.0,884.0,865.0,1013.0,1718.0,1400.0,1339.0,1528.0,4211.0,2791.0,1433.0,1587.0
2017-12-07,630,944,1564,4147,824,635.0,594.0,543.0,599.0,944.0,886.0,865.0,1020.0,1714.0,1424.0,1339.0,1553.0,3936.0,2826.0,1433.0,1495.0
2017-12-08,631,943,1588,4193,823,636.0,594.0,538.0,607.0,942.0,886.0,857.0,1026.0,1677.0,1424.0,1316.0,1590.0,3777.0,2826.0,1519.0,1489.0
2017-12-11,632,939,1624,4272,814,637.0,589.0,526.0,615.0,943.0,898.0,825.0,1040.0,1643.0,1404.0,1250.0,1624.0,3656.0,2677.0,1790.0,1425.0
2017-12-12,633,942,1672,4293,814,636.0,587.0,520.0,615.0,938.0,902.0,819.0,1040.0,1593.0,1371.0,1237.0,1624.0,3510.0,2384.0,1824.0,1425.0
2017-12-13,633,943,1718,4211,812,632.0,587.0,520.0,617.0,933.0,907.0,819.0,1049.0,1546.0,1348.0,1237.0,1623.0,3216.0,2296.0,1824.0,1362.0
2017-12-14,635,944,1714,3936,812,627.0,585.0,520.0,622.0,925.0,908.0,819.0,1061.0,1445.0,1340.0,1237.0,1623.0,3115.0,2231.0,1824.0,1312.0
2017-12-15,636,942,1677,3777,814,625.0,585.0,518.0,626.0,914.0,908.0,817.0,1077.0,1395.0,1340.0,1228.0,1619.0,2830.0,2231.0,1793.0,1238.0
2017-12-18,637,943,1643,3656,815,612.0,581.0,515.0,629.0,901.0,910.0,837.0,1099.0,1340.0,1317.0,1273.0,1621.0,2281.0,1743.0,1608.0,1171.0
2017-12-19,636,938,1593,3510,820,612.0,580.0,517.0,629.0,901.0,910.0,840.0,1099.0,1340.0,1311.0,1294.0,1621.0,2281.0,1611.0,1597.0,1171.0
2017-12-20,632,933,1546,3216,824,612.0,584.0,517.0,630.0,901.0,911.0,840.0,1109.0,1340.0,1333.0,1294.0,1615.0,2281.0,1493.0,1597.0,1112.0
2017-12-21,627,925,1445,3115,825,612.0,585.0,517.0,634.0,901.0,913.0,840.0,1117.0,1340.0,1362.0,1294.0,1606.0,2281.0,1445.0,1597.0,1109.0
2017-12-22,625,914,1395,2830,831,612.0,585.0,519.0,639.0,901.0,913.0,847.0,1122.0,1340.0,1362.0,1333.0,1593.0,2281.0,1445.0,1678.0,1129.0
2018-01-02,612,901,1340,2281,827,592.0,552.0,590.0,650.0,889.0,877.0,1006.0,1067.0,1428.0,1378.0,1502.0,1455.0,2820.0,1528.0,1597.0,924.0
2018-01-03,607,894,1332,2426,700,589.0,547.0,590.0,650.0,898.0,872.0,1006.0,1067.0,1404.0,1359.0,1502.0,1455.0,2677.0,1470.0,1597.0,924.0
2018-01-04,604,884,1365,2715,683,587.0,543.0,590.0,648.0,902.0,865.0,1006.0,1056.0,1371.0,1339.0,1502.0,1397.0,2384.0,1433.0,1597.0,841.0
2018-01-05,600,884,1400,2791,676,587.0,543.0,595.0,644.0,907.0,865.0,1013.0,1042.0,1348.0,1339.0,1528.0,1343.0,2296.0,1433.0,1587.0,809.0
2018-01-08,594,886,1424,2826,680,585.0,532.0,611.0,638.0,908.0,844.0,1032.0,1024.0,1340.0,1293.0,1615.0,1315.0,2231.0,1578.0,1479.0,854.0
2018-01-09,592,889,1428,2820,682,583.0,529.0,615.0,638.0,910.0,833.0,1040.0,1024.0,1329.0,1263.0,1624.0,1315.0,2010.0,1662.0,1425.0,854.0
2018-01-10,589,898,1404,2677,691,581.0,526.0,615.0,636.0,910.0,825.0,1040.0,1016.0,1317.0,1250.0,1624.0,1319.0,1743.0,1790.0,1425.0,930.0
2018-01-11,587,902,1371,2384,685,580.0,520.0,615.0,634.0,910.0,819.0,1040.0,1014.0,1311.0,1237.0,1624.0,1325.0,1611.0,1824.0,1425.0,940.0
2018-01-12,587,907,1348,2296,681,584.0,520.0,617.0,630.0,911.0,819.0,1049.0,1014.0,1333.0,1237.0,1623.0,1335.0,1493.0,1824.0,1362.0,982.0
2018-01-15,585,908,1340,2231,684,585.0,516.0,627.0,626.0,913.0,823.0,1091.0,1016.0,1362.0,1231.0,1618.0,1359.0,1445.0,1721.0,1203.0,1061.0
2018-01-16,583,910,1329,2010,693,586.0,515.0,629.0,626.0,911.0,832.0,1099.0,1016.0,1404.0,1251.0,1621.0,1359.0,1525.0,1663.0,1171.0,1061.0
2018-01-17,581,910,1317,1743,717,584.0,515.0,629.0,626.0,908.0,837.0,1099.0,1018.0,1456.0,1273.0,1621.0,1353.0,1676.0,1608.0,1171.0,1152.0
2018-01-18,580,910,1311,1611,715,581.0,517.0,629.0,626.0,904.0,840.0,1099.0,1022.0,1481.0,1294.0,1621.0,1329.0,1752.0,1597.0,1171.0,1402.0
2018-01-19,584,911,1333,1493,707,577.0,517.0,630.0,623.0,900.0,840.0,1109.0,1022.0,1492.0,1294.0,1615.0,1306.0,1772.0,1597.0,1112.0,1668.0
2018-01-22,585,913,1362,1445,705,573.0,522.0,641.0,621.0,895.0,856.0,1121.0,1027.0,1485.0,1388.0,1587.0,1281.0,1784.0,1717.0,1157.0,2009.0
2018-01-23,586,911,1404,1525,702,566.0,529.0,645.0,621.0,889.0,871.0,1116.0,1027.0,1450.0,1438.0,1575.0,1281.0,1748.0,1725.0,1197.0,2009.0
2018-01-24,584,908,1456,1676,694,558.0,534.0,645.0,617.0,884.0,892.0,1116.0,1030.0,1411.0,1481.0,1575.0,1269.0,1613.0,1722.0,1197.0,2130.0
2018-01-25,581,904,1481,1752,691,552.0,538.0,645.0,614.0,877.0,919.0,1116.0,1037.0,1378.0,1504.0,1575.0,1264.0,1528.0,1680.0,1197.0,2314.0
2018-01-26,577,900,1492,1772,683,547.0,538.0,648.0,610.0,872.0,919.0,1106.0,1040.0,1359.0,1504.0,1552.0,1272.0,1470.0,1680.0,1191.0,2306.0
2018-01-29,573,895,1485,1784,682,543.0,557.0,650.0,603.0,865.0,973.0,1067.0,1045.0,1339.0,1513.0,1455.0,1276.0,1433.0,1560.0,924.0,2173.0
2018-01-30,566,889,1450,1748,679,538.0,579.0,650.0,603.0,857.0,992.0,1067.0,1045.0,1316.0,1505.0,1455.0,1276.0,1519.0,1568.0,924.0,2173.0
2018-01-31,558,884,1411,1613,670,532.0,586.0,650.0,601.0,844.0,1004.0,1067.0,1043.0,1293.0,1500.0,1455.0,1271.0,1578.0,1592.0,924.0,2136.0
2018-02-01,552,877,1378,1528,664,529.0,590.0,650.0,597.0,833.0,1006.0,1067.0,1043.0,1263.0,1502.0,1455.0,1271.0,1662.0,1597.0,924.0,2197.0
2018-02-02,547,872,1359,1470,661,526.0,590.0,650.0,591.0,825.0,1006.0,1067.0,1047.0,1250.0,1502.0,1455.0,1266.0,1790.0,1597.0,924.0,2308.0
2018-02-05,543,865,1339,1433,658,520.0,599.0,643.0,585.0,819.0,1020.0,1032.0,1051.0,1237.0,1553.0,1317.0,1257.0,1824.0,1495.0,824.0,2482.0
2018-02-06,538,857,1316,1519,654,518.0,607.0,638.0,585.0,817.0,1026.0,1024.0,1051.0,1228.0,1590.0,1315.0,1257.0,1793.0,1489.0,854.0,2482.0
2018-02-07,532,844,1293,1578,648,516.0,611.0,638.0,585.0,823.0,1032.0,1024.0,1051.0,1231.0,1615.0,1315.0,1257.0,1721.0,1479.0,854.0,2482.0
2018-02-08,529,833,1263,1662,648,515.0,615.0,638.0,585.0,832.0,1040.0,1024.0,1048.0,1251.0,1624.0,1315.0,1253.0,1663.0,1425.0,854.0,2616.0
2018-02-09,526,825,1250,1790,643,515.0,615.0,636.0,584.0,837.0,1040.0,1016.0,1052.0,1273.0,1624.0,1319.0,1246.0,1608.0,1425.0,930.0,2565.0
2018-02-12,520,819,1237,1824,642,517.0,622.0,628.0,585.0,840.0,1061.0,1013.0,1055.0,1294.0,1623.0,1351.0,1240.0,1597.0,1312.0,1038.0,2635.0
2018-02-13,518,817,1228,1793,640,519.0,626.0,626.0,585.0,847.0,1077.0,1016.0,1055.0,1333.0,1619.0,1359.0,1240.0,1678.0,1238.0,1061.0,2635.0
2018-02-14,516,823,1231,1721,637,522.0,627.0,626.0,586.0,856.0,1091.0,1016.0,1053.0,1388.0,1618.0,1359.0,1237.0,1717.0,1203.0,1061.0,2602.0
2018-02-15,515,832,1251,1663,642,529.0,629.0,626.0,587.0,871.0,1099.0,1016.0,1056.0,1438.0,1621.0,1359.0,1237.0,1725.0,1171.0,1061.0,2407.0
2018-02-16,515,837,1273,1608,649,534.0,629.0,626.0,589.0,892.0,1099.0,1018.0,1064.0,1481.0,1621.0,1353.0,1239.0,1722.0,1171.0,1152.0,2106.0
2018-02-19,517,840,1294,1597,649,538.0,634.0,621.0,591.0,919.0,1117.0,1025.0,1071.0,1504.0,1606.0,1289.0,1243.0,1680.0,1109.0,1915.0,1957.0
2018-02-20,519,847,1333,1678,645,545.0,639.0,621.0,591.0,948.0,1122.0,1027.0,1071.0,1513.0,1593.0,1281.0,1243.0,1595.0,1129.0,2009.0,1957.0
2018-02-21,522,856,1388,1717,641,557.0,641.0,621.0,590.0,973.0,1121.0,1027.0,1074.0,1513.0,1587.0,1281.0,1239.0,1560.0,1157.0,2009.0,1854.0
2018-02-22,529,871,1438,1725,640,579.0,645.0,621.0,591.0,992.0,1116.0,1027.0,1074.0,1505.0,1575.0,1281.0,1222.0,1568.0,1197.0,2009.0,1759.0
2018-02-23,534,892,1481,1722,645,586.0,645.0,617.0,590.0,1004.0,1116.0,1030.0,1074.0,1500.0,1575.0,1269.0,1202.0,1592.0,1197.0,2130.0,1551.0
2018-02-26,538,919,1504,1680,646,590.0,650.0,605.0,586.0,1006.0,1093.0,1042.0,1068.0,1502.0,1520.0,1275.0,1163.0,1597.0,1065.0,2251.0,1324.0
2018-02-27,545,948,1513,1595,652,595.0,652.0,603.0,586.0,1013.0,1080.0,1045.0,1068.0,1528.0,1495.0,1276.0,1163.0,1587.0,1010.0,2173.0,1324.0
2018-02-28,557,973,1513,1560,658,599.0,650.0,603.0,586.0,1020.0,1067.0,1045.0,1068.0,1553.0,1455.0,1276.0,1163.0,1495.0,924.0,2173.0,1324.0
2018-03-01,579,992,1505,1568,658,607.0,650.0,603.0,584.0,1026.0,1067.0,1045.0,1064.0,1590.0,1455.0,1276.0,1149.0,1489.0,924.0,2173.0,1276.0
2018-03-02,586,1004,1500,1592,662,611.0,650.0,601.0,583.0,1032.0,1067.0,1043.0,1063.0,1615.0,1455.0,1271.0,1160.0,1479.0,924.0,2136.0,1401.0
2018-03-05,590,1006,1502,1597,669,615.0,648.0,589.0,583.0,1040.0,1056.0,1050.0,1061.0,1624.0,1397.0,1265.0,1217.0,1425.0,841.0,2337.0,1712.0
2018-03-06,595,1013,1528,1587,664,617.0,644.0,585.0,583.0,1049.0,1042.0,1051.0,1061.0,1623.0,1343.0,1257.0,1217.0,1362.0,809.0,2482.0,1712.0
2018-03-07,599,1020,1553,1495,654,622.0,643.0,585.0,584.0,1061.0,1032.0,1051.0,1065.0,1623.0,1317.0,1257.0,1250.0,1312.0,824.0,2482.0,1835.0
2018-03-08,607,1026,1590,1489,648,626.0,638.0,585.0,583.0,1077.0,1024.0,1051.0,1065.0,1619.0,1315.0,1257.0,1290.0,1238.0,854.0,2482.0,2088.0
2018-03-09,611,1032,1615,1479,651,627.0,638.0,585.0,583.0,1091.0,1024.0,1051.0,1072.0,1618.0,1315.0,1257.0,1344.0,1203.0,854.0,2482.0,2220.0
2018-03-12,615,1040,1624,1425,653,629.0,634.0,584.0,586.0,1099.0,1014.0,1053.0,1078.0,1621.0,1325.0,1245.0,1451.0,1171.0,940.0,2630.0,2091.0
2018-03-13,617,1049,1623,1362,648,630.0,630.0,585.0,586.0,1109.0,1014.0,1055.0,1078.0,1615.0,1335.0,1240.0,1451.0,1112.0,982.0,2635.0,2091.0
2018-03-14,622,1061,1623,1312,642,634.0,628.0,585.0,588.0,1117.0,1013.0,1055.0,1084.0,1606.0,1351.0,1240.0,1474.0,1109.0,1038.0,2635.0,2068.0
2018-03-15,626,1077,1619,1238,641,639.0,626.0,585.0,591.0,1122.0,1016.0,1055.0,1088.0,1593.0,1359.0,1240.0,1488.0,1129.0,1061.0,2635.0,2091.0
2018-03-16,627,1091,1618,1203,639,641.0,626.0,586.0,592.0,1121.0,1016.0,1053.0,1089.0,1587.0,1359.0,1237.0,1498.0,1157.0,1061.0,2602.0,2184.0
2018-03-19,629,1099,1621,1171,635,645.0,626.0,590.0,595.0,1116.0,1022.0,1069.0,1092.0,1575.0,1329.0,1241.0,1482.0,1197.0,1402.0,2053.0,2228.0
2018-03-20,630,1109,1615,1112,636,648.0,623.0,591.0,595.0,1106.0,1022.0,1071.0,1092.0,1552.0,1306.0,1243.0,1482.0,1191.0,1668.0,1957.0,2228.0
2018-03-21,634,1117,1606,1109,645,650.0,621.0,591.0,594.0,1093.0,1025.0,1071.0,1093.0,1520.0,1289.0,1243.0,1458.0,1065.0,1915.0,1957.0,2187.0
2018-03-22,639,1122,1593,1129,649,652.0,621.0,591.0,593.0,1080.0,1027.0,1071.0,1094.0,1495.0,1281.0,1243.0,1419.0,1010.0,2009.0,1957.0,2090.0
2018-03-23,641,1121,1587,1157,652,650.0,621.0,590.0,592.0,1067.0,1027.0,1074.0,1094.0,1455.0,1281.0,1239.0,1382.0,924.0,2009.0,1854.0,2038.0
2018-03-26,645,1116,1575,1197,656,650.0,614.0,587.0,592.0,1067.0,1037.0,1071.0,1085.0,1455.0,1264.0,1187.0,1339.0,924.0,2314.0,1395.0,2001.0
2018-03-27,648,1106,1552,1191,658,650.0,610.0,586.0,592.0,1067.0,1040.0,1068.0,1085.0,1455.0,1272.0,1163.0,1339.0,924.0,2306.0,1324.0,2001.0
2018-03-28,650,1093,1520,1065,662,648.0,605.0,586.0,589.0,1056.0,1042.0,1068.0,1078.0,1397.0,1275.0,1163.0,1321.0,841.0,2251.0,1324.0,1986.0
2018-03-29,652,1080,1495,1010,662,644.0,603.0,586.0,585.0,1042.0,1045.0,1068.0,1067.0,1343.0,1276.0,1163.0,1324.0,809.0,2173.0,1324.0,1942.0
2018-04-03,650,1067,1455,924,661,636.0,591.0,583.0,575.0,1016.0,1047.0,1061.0,1034.0,1319.0,1266.0,1217.0,1338.0,930.0,2308.0,1712.0,2304.0
2018-04-04,648,1056,1397,841,651,634.0,589.0,583.0,571.0,1014.0,1050.0,1061.0,1025.0,1325.0,1265.0,1217.0,1336.0,940.0,2337.0,1712.0,2478.0
2018-04-05,644,1042,1343,809,648,630.0,585.0,583.0,569.0,1014.0,1051.0,1061.0,1017.0,1335.0,1257.0,1217.0,1334.0,982.0,2482.0,1712.0,2743.0
2018-04-06,643,1032,1317,824,646,628.0,585.0,584.0,565.0,1013.0,1051.0,1065.0,1005.0,1351.0,1257.0,1250.0,1339.0,1038.0,2482.0,1835.0,3013.0
2018-04-09,638,1024,1315,854,643,626.0,585.0,584.0,562.0,1016.0,1048.0,1075.0,997.0,1359.0,1253.0,1418.0,1367.0,1061.0,2616.0,2151.0,3016.0
2018-04-10,636,1016,1319,930,637,626.0,584.0,586.0,562.0,1018.0,1052.0,1078.0,997.0,1353.0,1246.0,1451.0,1367.0,1152.0,2565.0,2091.0,3016.0
2018-04-11,634,1014,1325,940,631,626.0,584.0,586.0,560.0,1022.0,1053.0,1078.0,994.0,1329.0,1245.0,1451.0,1431.0,1402.0,2630.0,2091.0,2792.0
2018-04-12,630,1014,1335,982,628,623.0,585.0,586.0,558.0,1022.0,1055.0,1078.0,992.0,1306.0,1240.0,1451.0,1498.0,1668.0,2635.0,2091.0,2793.0
2018-04-13,628,1013,1351,1038,639,621.0,585.0,588.0,558.0,1025.0,1055.0,1084.0,994.0,1289.0,1240.0,1474.0,1517.0,1915.0,2635.0,2068.0,3041.0
2018-04-16,626,1016,1359,1061,640,621.0,587.0,593.0,559.0,1027.0,1056.0,1091.0,998.0,1281.0,1237.0,1495.0,1529.0,2009.0,2407.0,2223.0,3238.0
2018-04-17,626,1018,1353,1152,638,617.0,589.0,595.0,559.0,1030.0,1064.0,1092.0,998.0,1269.0,1239.0,1482.0,1529.0,2130.0,2106.0,2228.0,3238.0
2018-04-18,626,1022,1329,1402,636,614.0,590.0,595.0,561.0,1037.0,1069.0,1092.0,1003.0,1264.0,1241.0,1482.0,1530.0,2314.0,2053.0,2228.0,3335.0
2018-04-19,623,1022,1306,1668,635,610.0,591.0,595.0,561.0,1040.0,1071.0,1092.0,1008.0,1272.0,1243.0,1482.0,1529.0,2306.0,1957.0,2228.0,3230.0
2018-04-20,621,1025,1289,1915,637,605.0,591.0,594.0,561.0,1042.0,1071.0,1093.0,1016.0,1275.0,1243.0,1458.0,1538.0,2251.0,1957.0,2187.0,3130.0
