date,vessel_type,freight_index
2015-07-06,Supramax,716
2015-07-07,Capesize,1285
2015-07-07,Handysize,367
2015-07-07,Panamax,945
2015-07-07,Supramax,723
2015-07-08,Capesize,1278
2015-07-08,Handysize,373
2015-07-08,Panamax,973
2015-07-08,Supramax,742
2015-07-09,Capesize,1279
2015-07-09,Handysize,377
2015-07-09,Panamax,1016
2015-07-09,Supramax,750
2015-07-10,Capesize,1318
2015-07-10,Handysize,384
2015-07-10,Panamax,1052
2015-07-10,Supramax,759
2015-07-13,Capesize,1389
2015-07-13,Handysize,391
2015-07-13,Panamax,1076
2015-07-13,Supramax,767
2015-07-14,Capesize,1394
2015-07-14,Handysize,399
2015-07-14,Panamax,1096
2015-07-14,Supramax,774
2015-07-15,Capesize,1462
2015-07-15,Handysize,409
2015-07-15,Panamax,1122
2015-07-15,Supramax,784
2015-07-16,Capesize,1611
2015-07-16,Handysize,417
2015-07-16,Panamax,1149
2015-07-16,Supramax,801
2015-07-17,Capesize,1712
2015-07-17,Handysize,427
2015-07-17,Panamax,1162
2015-07-17,Supramax,823
2015-07-20,Capesize,1763
2015-07-20,Handysize,431
2015-07-20,Panamax,1170
2015-07-20,Supramax,846
2015-07-21,Capesize,1935
2015-07-21,Handysize,432
2015-07-21,Panamax,1179
2015-07-21,Supramax,862
2015-07-22,Capesize,1952
2015-07-22,Handysize,433
2015-07-22,Panamax,1179
2015-07-22,Supramax,875
2015-07-23,Capesize,1924
2015-07-23,Handysize,431
2015-07-23,Panamax,1161
2015-07-23,Supramax,889
2015-07-24,Capesize,1896
2015-07-24,Handysize,428
2015-07-24,Panamax,1137
2015-07-24,Supramax,896
2015-07-27,Capesize,1935
2015-07-27,Handysize,427
2015-07-27,Panamax,1115
2015-07-27,Supramax,899
2015-07-28,Capesize,1990
2015-07-28,Handysize,425
2015-07-28,Panamax,1095
2015-07-28,Supramax,903
2015-07-29,Capesize,2103
2015-07-29,Handysize,423
2015-07-29,Panamax,1069
2015-07-29,Supramax,903
2015-07-30,Capesize,2116
2015-07-30,Handysize,422
2015-07-30,Panamax,1044
2015-07-30,Supramax,898
2015-07-31,Capesize,2209
2015-07-31,Handysize,423
2015-07-31,Panamax,1023
2015-07-31,Supramax,892
2015-08-03,Capesize,2308
2015-08-03,Handysize,424
2015-08-03,Panamax,1006
2015-08-03,Supramax,899
2015-08-04,Capesize,2512
2015-08-04,Handysize,425
2015-08-04,Panamax,1001
2015-08-04,Supramax,900
2015-08-05,Capesize,2604
2015-08-05,Handysize,427
2015-08-05,Panamax,1005
2015-08-05,Supramax,899
2015-08-06,Capesize,2514
2015-08-06,Handysize,432
2015-08-06,Panamax,1013
2015-08-06,Supramax,901
2015-08-07,Capesize,2512
2015-08-07,Handysize,438
2015-08-07,Panamax,1021
2015-08-07,Supramax,904
2015-08-10,Capesize,2499
2015-08-10,Handysize,443
2015-08-10,Panamax,1028
2015-08-10,Supramax,904
2015-08-11,Capesize,2367
2015-08-11,Handysize,446
2015-08-11,Panamax,1043
2015-08-11,Supramax,901
2015-08-12,Capesize,2107
2015-08-12,Handysize,447
2015-08-12,Panamax,1053
2015-08-12,Supramax,900
2015-08-13,Capesize,1875
2015-08-13,Handysize,448
2015-08-13,Panamax,1054
2015-08-13,Supramax,899
2015-08-14,Capesize,1884
2015-08-14,Handysize,449
2015-08-14,Panamax,1057
2015-08-14,Supramax,901
2015-08-17,Capesize,1913
2015-08-17,Handysize,449
2015-08-17,Panamax,1057
2015-08-17,Supramax,905
2015-08-18,Capesize,1838
2015-08-18,Handysize,449
2015-08-18,Panamax,1052
2015-08-18,Supramax,908
2015-08-19,Capesize,1773
2015-08-19,Handysize,453
2015-08-19,Panamax,1049
2015-08-19,Supramax,915
2015-08-20,Capesize,1679
2015-08-20,Handysize,460
2015-08-20,Panamax,1052
2015-08-20,Supramax,920
2015-08-21,Capesize,1559
2015-08-21,Handysize,464
2015-08-21,Panamax,1054
2015-08-21,Supramax,924
2015-08-24,Capesize,1403
2015-08-24,Handysize,469
2015-08-24,Panamax,1052
2015-08-24,Supramax,930
2015-08-25,Capesize,1248
2015-08-25,Handysize,473
2015-08-25,Panamax,1047
2015-08-25,Supramax,933
2015-08-26,Capesize,1089
2015-08-26,Handysize,477
2015-08-26,Panamax,1031
2015-08-26,Supramax,934
2015-08-27,Capesize,1051
2015-08-27,Handysize,479
2015-08-27,Panamax,1000
2015-08-27,Supramax,933
2015-08-28,Capesize,1071
2015-08-28,Handysize,480
2015-08-28,Panamax,974
2015-08-28,Supramax,931
2015-09-01,Capesize,1176
2015-09-01,Handysize,480
2015-09-01,Panamax,949
2015-09-01,Supramax,925
2015-09-02,Capesize,1194
2015-09-02,Handysize,481
2015-09-02,Panamax,912
2015-09-02,Supramax,912
2015-09-03,Capesize,1195
2015-09-03,Handysize,483
2015-09-03,Panamax,870
2015-09-03,Supramax,896
2015-09-04,Capesize,1187
2015-09-04,Handysize,485
2015-09-04,Panamax,837
2015-09-04,Supramax,882
2015-09-07,Capesize,1243
2015-09-07,Handysize,482
2015-09-07,Panamax,812
2015-09-07,Supramax,870
2015-09-08,Capesize,1286
2015-09-08,Handysize,477
2015-09-08,Panamax,793
2015-09-08,Supramax,857
2015-09-09,Capesize,1256
2015-09-09,Handysize,472
2015-09-09,Panamax,776
2015-09-09,Supramax,848
2015-09-10,Capesize,1202
2015-09-10,Handysize,468
2015-09-10,Panamax,751
2015-09-10,Supramax,838
2015-09-11,Capesize,1198
2015-09-11,Handysize,460
2015-09-11,Panamax,735
2015-09-11,Supramax,824
2015-09-14,Capesize,1185
2015-09-14,Handysize,452
2015-09-14,Panamax,723
2015-09-14,Supramax,810
2015-09-15,Capesize,1196
2015-09-15,Handysize,445
2015-09-15,Panamax,720
2015-09-15,Supramax,799
2015-09-16,Capesize,1264
2015-09-16,Handysize,439
2015-09-16,Panamax,716
2015-09-16,Supramax,789
2015-09-17,Capesize,1637
2015-09-17,Handysize,431
2015-09-17,Panamax,727
2015-09-17,Supramax,783
2015-09-18,Capesize,1995
2015-09-18,Handysize,426
2015-09-18,Panamax,753
2015-09-18,Supramax,772
2015-09-21,Capesize,2096
2015-09-21,Handysize,421
2015-09-21,Panamax,769
2015-09-21,Supramax,762
2015-09-22,Capesize,1873
2015-09-22,Handysize,417
2015-09-22,Panamax,769
2015-09-22,Supramax,757
2015-09-23,Capesize,1872
2015-09-23,Handysize,414
2015-09-23,Panamax,761
2015-09-23,Supramax,749
2015-09-24,Capesize,1911
2015-09-24,Handysize,411
2015-09-24,Panamax,751
2015-09-24,Supramax,742
2015-09-25,Capesize,2024
2015-09-25,Handysize,408
2015-09-25,Panamax,744
2015-09-25,Supramax,738
2015-09-28,Capesize,2075
2015-09-28,Handysize,402
2015-09-28,Panamax,738
2015-09-28,Supramax,733
2015-09-29,Capesize,2031
2015-09-29,Handysize,400
2015-09-29,Panamax,725
2015-09-29,Supramax,724
2015-09-30,Capesize,1936
2015-09-30,Handysize,398
2015-09-30,Panamax,712
2015-09-30,Supramax,713
2015-10-01,Capesize,1911
2015-10-01,Handysize,396
2015-10-01,Panamax,704
2015-10-01,Supramax,703
2015-10-02,Capesize,1931
2015-10-02,Handysize,392
2015-10-02,Panamax,701
2015-10-02,Supramax,695
2015-10-05,Capesize,1901
2015-10-05,Handysize,390
2015-10-05,Panamax,699
2015-10-05,Supramax,691
2015-10-06,Capesize,1860
2015-10-06,Handysize,386
2015-10-06,Panamax,700
2015-10-06,Supramax,688
2015-10-07,Capesize,1742
2015-10-07,Handysize,384
2015-10-07,Panamax,709
2015-10-07,Supramax,681
2015-10-08,Capesize,1598
2015-10-08,Handysize,382
2015-10-08,Panamax,736
2015-10-08,Supramax,676
2015-10-09,Capesize,1549
2015-10-09,Handysize,380
2015-10-09,Panamax,761
2015-10-09,Supramax,672
2015-10-12,Capesize,1551
2015-10-12,Handysize,380
2015-10-12,Panamax,768
2015-10-12,Supramax,669
2015-10-13,Capesize,1531
2015-10-13,Handysize,379
2015-10-13,Panamax,770
2015-10-13,Supramax,666
2015-10-14,Capesize,1457
2015-10-14,Handysize,379
2015-10-14,Panamax,761
2015-10-14,Supramax,664
2015-10-15,Capesize,1368
2015-10-15,Handysize,378
2015-10-15,Panamax,742
2015-10-15,Supramax,662
2015-10-16,Capesize,1318
2015-10-16,Handysize,376
2015-10-16,Panamax,722
2015-10-16,Supramax,661
2015-10-19,Capesize,1312
2015-10-19,Handysize,371
2015-10-19,Panamax,710
2015-10-19,Supramax,658
2015-10-20,Capesize,1399
2015-10-20,Handysize,368
2015-10-20,Panamax,701
2015-10-20,Supramax,656
2015-10-21,Capesize,1483
2015-10-21,Handysize,366
2015-10-21,Panamax,693
2015-10-21,Supramax,654
2015-10-22,Capesize,1512
2015-10-22,Handysize,365
2015-10-22,Panamax,685
2015-10-22,Supramax,652
2015-10-23,Capesize,1461
2015-10-23,Handysize,362
2015-10-23,Panamax,683
2015-10-23,Supramax,649
2015-10-26,Capesize,1403
2015-10-26,Handysize,360
2015-10-26,Panamax,681
2015-10-26,Supramax,648
2015-10-27,Capesize,1307
2015-10-27,Handysize,356
2015-10-27,Panamax,686
2015-10-27,Supramax,646
2015-10-28,Capesize,1275
2015-10-28,Handysize,354
2015-10-28,Panamax,687
2015-10-28,Supramax,645
2015-10-29,Capesize,1254
2015-10-29,Handysize,351
2015-10-29,Panamax,682
2015-10-29,Supramax,643
2015-10-30,Capesize,1229
2015-10-30,Handysize,349
2015-10-30,Panamax,675
2015-10-30,Supramax,633
2015-11-02,Capesize,1184
2015-11-02,Handysize,347
2015-11-02,Panamax,665
2015-11-02,Supramax,629
2015-11-03,Capesize,1099
2015-11-03,Handysize,339
2015-11-03,Panamax,653
2015-11-03,Supramax,620
2015-11-04,Capesize,1043
2015-11-04,Handysize,333
2015-11-04,Panamax,636
2015-11-04,Supramax,609
2015-11-05,Capesize,1002
2015-11-05,Handysize,328
2015-11-05,Panamax,618
2015-11-05,Supramax,596
2015-11-06,Capesize,1003
2015-11-06,Handysize,323
2015-11-06,Panamax,603
2015-11-06,Supramax,584
2015-11-09,Capesize,1021
2015-11-09,Handysize,319
2015-11-09,Panamax,589
2015-11-09,Supramax,571
2015-11-10,Capesize,1018
2015-11-10,Handysize,316
2015-11-10,Panamax,575
2015-11-10,Supramax,562
2015-11-11,Capesize,946
2015-11-11,Handysize,311
2015-11-11,Panamax,555
2015-11-11,Supramax,554
2015-11-12,Capesize,881
2015-11-12,Handysize,307
2015-11-12,Panamax,534
2015-11-12,Supramax,543
2015-11-13,Capesize,809
2015-11-13,Handysize,304
2015-11-13,Panamax,514
2015-11-13,Supramax,533
2015-11-16,Capesize,770
2015-11-16,Handysize,302
2015-11-16,Panamax,500
2015-11-16,Supramax,523
2015-11-17,Capesize,733
2015-11-17,Handysize,296
2015-11-17,Panamax,487
2015-11-17,Supramax,516
2015-11-18,Capesize,671
2015-11-18,Handysize,292
2015-11-18,Panamax,477
2015-11-18,Supramax,504
2015-11-19,Capesize,619
2015-11-19,Handysize,290
2015-11-19,Panamax,468
2015-11-19,Supramax,491
2015-11-20,Capesize,606
2015-11-20,Handysize,288
2015-11-20,Panamax,463
2015-11-20,Supramax,479
2015-11-23,Capesize,698
2015-11-23,Handysize,286
2015-11-23,Panamax,461
2015-11-23,Supramax,472
2015-11-24,Capesize,731
2015-11-24,Handysize,285
2015-11-24,Panamax,460
2015-11-24,Supramax,469
2015-11-25,Capesize,807
2015-11-25,Handysize,285
2015-11-25,Panamax,463
2015-11-25,Supramax,467
2015-11-26,Capesize,898
2015-11-26,Handysize,284
2015-11-26,Panamax,459
2015-11-26,Supramax,467
2015-11-27,Capesize,989
2015-11-27,Handysize,283
2015-11-27,Panamax,456
2015-11-27,Supramax,467
2015-11-30,Capesize,1007
2015-11-30,Handysize,285
2015-11-30,Panamax,453
2015-11-30,Supramax,467
2015-12-01,Capesize,1046
2015-12-01,Handysize,286
2015-12-01,Panamax,450
2015-12-01,Supramax,469
2015-12-02,Capesize,1001
2015-12-02,Handysize,286
2015-12-02,Panamax,446
2015-12-02,Supramax,471
2015-12-03,Capesize,931
2015-12-03,Handysize,286
2015-12-03,Panamax,438
2015-12-03,Supramax,472
2015-12-04,Capesize,890
2015-12-04,Handysize,286
2015-12-04,Panamax,433
2015-12-04,Supramax,470
2015-12-07,Capesize,852
2015-12-07,Handysize,286
2015-12-07,Panamax,426
2015-12-07,Supramax,469
2015-12-08,Capesize,870
2015-12-08,Handysize,286
2015-12-08,Panamax,420
2015-12-08,Supramax,465
2015-12-09,Capesize,857
2015-12-09,Handysize,286
2015-12-09,Panamax,412
2015-12-09,Supramax,461
2015-12-10,Capesize,824
2015-12-10,Handysize,285
2015-12-10,Panamax,408
2015-12-10,Supramax,460
2015-12-11,Capesize,779
2015-12-11,Handysize,282
2015-12-11,Panamax,410
2015-12-11,Supramax,455
2015-12-14,Capesize,722
2015-12-14,Handysize,279
2015-12-14,Panamax,410
2015-12-14,Supramax,451
2015-12-15,Capesize,623
2015-12-15,Handysize,276
2015-12-15,Panamax,411
2015-12-15,Supramax,450
2015-12-16,Capesize,549
2015-12-16,Handysize,275
2015-12-16,Panamax,415
2015-12-16,Supramax,449
2015-12-17,Capesize,524
2015-12-17,Handysize,274
2015-12-17,Panamax,421
2015-12-17,Supramax,448
2015-12-18,Capesize,524
2015-12-18,Handysize,273
2015-12-18,Panamax,426
2015-12-18,Supramax,448
2015-12-21,Capesize,512
2015-12-21,Handysize,273
2015-12-21,Panamax,433
2015-12-21,Supramax,449
2015-12-22,Capesize,485
2015-12-22,Handysize,271
2015-12-22,Panamax,445
2015-12-22,Supramax,449
2015-12-23,Capesize,469
2015-12-23,Handysize,270
2015-12-23,Panamax,457
2015-12-23,Supramax,449
2015-12-24,Capesize,470
2015-12-24,Handysize,270
2015-12-24,Panamax,462
2015-12-24,Supramax,450
2016-01-04,Capesize,472
2016-01-04,Handysize,267
2016-01-04,Panamax,464
2016-01-04,Supramax,450
2016-01-05,Capesize,462
2016-01-05,Handysize,266
2016-01-05,Panamax,466
2016-01-05,Supramax,449
2016-01-06,Capesize,467
2016-01-06,Handysize,263
2016-01-06,Panamax,464
2016-01-06,Supramax,445
2016-01-07,Capesize,399
2016-01-07,Handysize,259
2016-01-07,Panamax,450
2016-01-07,Supramax,442
2016-01-08,Capesize,343
2016-01-08,Handysize,256
2016-01-08,Panamax,434
2016-01-08,Supramax,436
2016-01-11,Capesize,314
2016-01-11,Handysize,251
2016-01-11,Panamax,420
2016-01-11,Supramax,430
2016-01-12,Capesize,266
2016-01-12,Handysize,250
2016-01-12,Panamax,411
2016-01-12,Supramax,422
2016-01-13,Capesize,245
2016-01-13,Handysize,250
2016-01-13,Panamax,399
2016-01-13,Supramax,416
2016-01-14,Capesize,225
2016-01-14,Handysize,247
2016-01-14,Panamax,388
2016-01-14,Supramax,412
2016-01-15,Capesize,198
2016-01-15,Handysize,245
2016-01-15,Panamax,381
2016-01-15,Supramax,402
2016-01-18,Capesize,197
2016-01-18,Handysize,243
2016-01-18,Panamax,375
2016-01-18,Supramax,394
2016-01-19,Capesize,185
2016-01-19,Handysize,240
2016-01-19,Panamax,369
2016-01-19,Supramax,388
2016-01-20,Capesize,186
2016-01-20,Handysize,238
2016-01-20,Panamax,360
2016-01-20,Supramax,381
2016-01-21,Capesize,206
2016-01-21,Handysize,237
2016-01-21,Panamax,346
2016-01-21,Supramax,372
2016-01-22,Capesize,229
2016-01-22,Handysize,233
2016-01-22,Panamax,334
2016-01-22,Supramax,366
2016-01-25,Capesize,254
2016-01-25,Handysize,231
2016-01-25,Panamax,325
2016-01-25,Supramax,358
2016-01-26,Capesize,242
2016-01-26,Handysize,229
2016-01-26,Panamax,312
2016-01-26,Supramax,350
2016-01-27,Capesize,235
2016-01-27,Handysize,225
2016-01-27,Panamax,303
2016-01-27,Supramax,338
2016-01-28,Capesize,216
2016-01-28,Handysize,222
2016-01-28,Panamax,293
2016-01-28,Supramax,327
2016-01-29,Capesize,211
2016-01-29,Handysize,219
2016-01-29,Panamax,287
2016-01-29,Supramax,316
2016-02-01,Capesize,217
2016-02-01,Handysize,216
2016-02-01,Panamax,282
2016-02-01,Supramax,304
2016-02-02,Capesize,217
2016-02-02,Handysize,212
2016-02-02,Panamax,282
2016-02-02,Supramax,299
2016-02-03,Capesize,209
2016-02-03,Handysize,203
2016-02-03,Panamax,284
2016-02-03,Supramax,289
2016-02-04,Capesize,208
2016-02-04,Handysize,197
2016-02-04,Panamax,289
2016-02-04,Supramax,280
2016-02-05,Capesize,212
2016-02-05,Handysize,194
2016-02-05,Panamax,295
2016-02-05,Supramax,271
2016-02-08,Capesize,207
2016-02-08,Handysize,190
2016-02-08,Panamax,298
2016-02-08,Supramax,262
2016-02-09,Capesize,207
2016-02-09,Handysize,188
2016-02-09,Panamax,297
2016-02-09,Supramax,255
2016-02-10,Capesize,208
2016-02-10,Handysize,186
2016-02-10,Panamax,301
2016-02-10,Supramax,250
2016-02-11,Capesize,206
2016-02-11,Handysize,184
2016-02-11,Panamax,312
2016-02-11,Supramax,247
2016-02-12,Capesize,199
2016-02-12,Handysize,183
2016-02-12,Panamax,324
2016-02-12,Supramax,244
2016-02-15,Capesize,204
2016-02-15,Handysize,183
2016-02-15,Panamax,334
2016-02-15,Supramax,243
2016-02-16,Capesize,223
2016-02-16,Handysize,184
2016-02-16,Panamax,346
2016-02-16,Supramax,247
2016-02-17,Capesize,223
2016-02-17,Handysize,186
2016-02-17,Panamax,357
2016-02-17,Supramax,252
2016-02-18,Capesize,220
2016-02-18,Handysize,193
2016-02-18,Panamax,358
2016-02-18,Supramax,259
2016-02-19,Capesize,207
2016-02-19,Handysize,198
2016-02-19,Panamax,355
2016-02-19,Supramax,270
2016-02-22,Capesize,197
2016-02-22,Handysize,200
2016-02-22,Panamax,350
2016-02-22,Supramax,286
2016-02-23,Capesize,189
2016-02-23,Handysize,203
2016-02-23,Panamax,346
2016-02-23,Supramax,298
2016-02-24,Capesize,186
2016-02-24,Handysize,206
2016-02-24,Panamax,346
2016-02-24,Supramax,310
2016-02-25,Capesize,182
2016-02-25,Handysize,209
2016-02-25,Panamax,346
2016-02-25,Supramax,321
2016-02-26,Capesize,177
2016-02-26,Handysize,212
2016-02-26,Panamax,352
2016-02-26,Supramax,328
2016-02-29,Capesize,174
2016-02-29,Handysize,214
2016-02-29,Panamax,354
2016-02-29,Supramax,333
2016-03-01,Capesize,174
2016-03-01,Handysize,217
2016-03-01,Panamax,357
2016-03-01,Supramax,339
2016-03-02,Capesize,171
2016-03-02,Handysize,220
2016-03-02,Panamax,364
2016-03-02,Supramax,345
2016-03-03,Capesize,166
2016-03-03,Handysize,227
2016-03-03,Panamax,374
2016-03-03,Supramax,350
2016-03-04,Capesize,164
2016-03-04,Handysize,232
2016-03-04,Panamax,386
2016-03-04,Supramax,363
2016-03-07,Capesize,161
2016-03-07,Handysize,237
2016-03-07,Panamax,397
2016-03-07,Supramax,371
2016-03-08,Capesize,180
2016-03-08,Handysize,240
2016-03-08,Panamax,422
2016-03-08,Supramax,377
2016-03-09,Capesize,178
2016-03-09,Handysize,243
2016-03-09,Panamax,447
2016-03-09,Supramax,386
2016-03-10,Capesize,178
2016-03-10,Handysize,246
2016-03-10,Panamax,466
2016-03-10,Supramax,399
2016-03-11,Capesize,176
2016-03-11,Handysize,249
2016-03-11,Panamax,477
2016-03-11,Supramax,412
2016-03-14,Capesize,179
2016-03-14,Handysize,252
2016-03-14,Panamax,481
2016-03-14,Supramax,420
2016-03-15,Capesize,186
2016-03-15,Handysize,255
2016-03-15,Panamax,481
2016-03-15,Supramax,427
2016-03-16,Capesize,172
2016-03-16,Handysize,257
2016-03-16,Panamax,474
2016-03-16,Supramax,432
2016-03-17,Capesize,178
2016-03-17,Handysize,258
2016-03-17,Panamax,467
2016-03-17,Supramax,439
2016-03-18,Capesize,197
2016-03-18,Handysize,260
2016-03-18,Panamax,463
2016-03-18,Supramax,445
2016-03-21,Capesize,197
2016-03-21,Handysize,262
2016-03-21,Panamax,459
2016-03-21,Supramax,449
2016-03-22,Capesize,186
2016-03-22,Handysize,264
2016-03-22,Panamax,455
2016-03-22,Supramax,460
2016-03-23,Capesize,196
2016-03-23,Handysize,266
2016-03-23,Panamax,458
2016-03-23,Supramax,464
2016-03-24,Capesize,203
2016-03-24,Handysize,268
2016-03-24,Panamax,466
2016-03-24,Supramax,468
2016-03-29,Capesize,207
2016-03-29,Handysize,270
2016-03-29,Panamax,471
2016-03-29,Supramax,473
2016-03-30,Capesize,210
2016-03-30,Handysize,271
2016-03-30,Panamax,484
2016-03-30,Supramax,474
2016-03-31,Capesize,270
2016-03-31,Handysize,272
2016-03-31,Panamax,501
2016-03-31,Supramax,475
2016-04-01,Capesize,345
2016-04-01,Handysize,272
2016-04-01,Panamax,535
2016-04-01,Supramax,476
2016-04-04,Capesize,424
2016-04-04,Handysize,274
2016-04-04,Panamax,563
2016-04-04,Supramax,476
2016-04-05,Capesize,466
2016-04-05,Handysize,275
2016-04-05,Panamax,596
2016-04-05,Supramax,479
2016-04-06,Capesize,477
2016-04-06,Handysize,278
2016-04-06,Panamax,619
2016-04-06,Supramax,479
2016-04-07,Capesize,562
2016-04-07,Handysize,280
2016-04-07,Panamax,627
2016-04-07,Supramax,482
2016-04-08,Capesize,656
2016-04-08,Handysize,286
2016-04-08,Panamax,643
2016-04-08,Supramax,485
2016-04-11,Capesize,733
2016-04-11,Handysize,288
2016-04-11,Panamax,654
2016-04-11,Supramax,488
2016-04-12,Capesize,744
2016-04-12,Handysize,290
2016-04-12,Panamax,666
2016-04-12,Supramax,492
2016-04-13,Capesize,744
2016-04-13,Handysize,296
2016-04-13,Panamax,678
2016-04-13,Supramax,498
2016-04-14,Capesize,831
2016-04-14,Handysize,309
2016-04-14,Panamax,700
2016-04-14,Supramax,506
2016-04-15,Capesize,949
2016-04-15,Handysize,321
2016-04-15,Panamax,727
2016-04-15,Supramax,514
2016-04-18,Capesize,1030
2016-04-18,Handysize,328
2016-04-18,Panamax,740
2016-04-18,Supramax,525
2016-04-19,Capesize,1065
2016-04-19,Handysize,334
2016-04-19,Panamax,746
2016-04-19,Supramax,529
2016-04-20,Capesize,1022
2016-04-20,Handysize,342
2016-04-20,Panamax,747
2016-04-20,Supramax,534
2016-04-21,Capesize,1004
2016-04-21,Handysize,348
2016-04-21,Panamax,743
2016-04-21,Supramax,543
2016-04-22,Capesize,1085
2016-04-22,Handysize,354
2016-04-22,Panamax,736
2016-04-22,Supramax,551
2016-04-25,Capesize,1087
2016-04-25,Handysize,356
2016-04-25,Panamax,727
2016-04-25,Supramax,558
2016-04-26,Capesize,1135
2016-04-26,Handysize,358
2016-04-26,Panamax,718
2016-04-26,Supramax,562
2016-04-27,Capesize,1160
2016-04-27,Handysize,362
2016-04-27,Panamax,704
2016-04-27,Supramax,564
2016-04-28,Capesize,1137
2016-04-28,Handysize,365
2016-04-28,Panamax,685
2016-04-28,Supramax,573
2016-04-29,Capesize,1117
2016-04-29,Handysize,367
2016-04-29,Panamax,667
2016-04-29,Supramax,578
2016-05-03,Capesize,1055
2016-05-03,Handysize,368
2016-05-03,Panamax,640
2016-05-03,Supramax,582
2016-05-04,Capesize,954
2016-05-04,Handysize,365
2016-05-04,Panamax,621
2016-05-04,Supramax,583
2016-05-05,Capesize,915
2016-05-05,Handysize,365
2016-05-05,Panamax,607
2016-05-05,Supramax,583
2016-05-06,Capesize,892
2016-05-06,Handysize,359
2016-05-06,Panamax,591
2016-05-06,Supramax,582
2016-05-09,Capesize,837
2016-05-09,Handysize,355
2016-05-09,Panamax,584
2016-05-09,Supramax,578
2016-05-10,Capesize,752
2016-05-10,Handysize,352
2016-05-10,Panamax,581
2016-05-10,Supramax,575
2016-05-11,Capesize,713
2016-05-11,Handysize,349
2016-05-11,Panamax,583
2016-05-11,Supramax,567
2016-05-12,Capesize,724
2016-05-12,Handysize,347
2016-05-12,Panamax,589
2016-05-12,Supramax,560
2016-05-13,Capesize,798
2016-05-13,Handysize,347
2016-05-13,Panamax,597
2016-05-13,Supramax,555
2016-05-16,Capesize,854
2016-05-16,Handysize,347
2016-05-16,Panamax,598
2016-05-16,Supramax,553
2016-05-17,Capesize,988
2016-05-17,Handysize,345
2016-05-17,Panamax,604
2016-05-17,Supramax,552
2016-05-18,Capesize,954
2016-05-18,Handysize,342
2016-05-18,Panamax,611
2016-05-18,Supramax,552
2016-05-19,Capesize,906
2016-05-19,Handysize,342
2016-05-19,Panamax,617
2016-05-19,Supramax,553
2016-05-20,Capesize,870
2016-05-20,Handysize,343
2016-05-20,Panamax,614
2016-05-20,Supramax,558
2016-05-23,Capesize,870
2016-05-23,Handysize,344
2016-05-23,Panamax,611
2016-05-23,Supramax,562
2016-05-24,Capesize,848
2016-05-24,Handysize,345
2016-05-24,Panamax,608
2016-05-24,Supramax,565
2016-05-25,Capesize,799
2016-05-25,Handysize,346
2016-05-25,Panamax,596
2016-05-25,Supramax,568
2016-05-26,Capesize,793
2016-05-26,Handysize,347
2016-05-26,Panamax,586
2016-05-26,Supramax,571
2016-05-27,Capesize,830
2016-05-27,Handysize,347
2016-05-27,Panamax,582
2016-05-27,Supramax,575
2016-05-31,Capesize,854
2016-05-31,Handysize,351
2016-05-31,Panamax,574
2016-05-31,Supramax,579
2016-06-01,Capesize,861
2016-06-01,Handysize,355
2016-06-01,Panamax,568
2016-06-01,Supramax,580
2016-06-02,Capesize,854
2016-06-02,Handysize,354
2016-06-02,Panamax,560
2016-06-02,Supramax,578
2016-06-03,Capesize,913
2016-06-03,Handysize,349
2016-06-03,Panamax,550
2016-06-03,Supramax,575
2016-06-06,Capesize,922
2016-06-06,Handysize,345
2016-06-06,Panamax,544
2016-06-06,Supramax,574
2016-06-07,Capesize,920
2016-06-07,Handysize,344
2016-06-07,Panamax,542
2016-06-07,Supramax,570
2016-06-08,Capesize,973
2016-06-08,Handysize,338
2016-06-08,Panamax,540
2016-06-08,Supramax,567
2016-06-09,Capesize,995
2016-06-09,Handysize,332
2016-06-09,Panamax,543
2016-06-09,Supramax,564
2016-06-10,Capesize,1006
2016-06-10,Handysize,327
2016-06-10,Panamax,543
2016-06-10,Supramax,560
2016-06-13,Capesize,1014
2016-06-13,Handysize,322
2016-06-13,Panamax,542
2016-06-13,Supramax,557
2016-06-14,Capesize,1018
2016-06-14,Handysize,317
2016-06-14,Panamax,543
2016-06-14,Supramax,554
2016-06-15,Capesize,1000
2016-06-15,Handysize,315
2016-06-15,Panamax,545
2016-06-15,Supramax,552
2016-06-16,Capesize,976
2016-06-16,Handysize,314
2016-06-16,Panamax,545
2016-06-16,Supramax,552
2016-06-17,Capesize,927
2016-06-17,Handysize,311
2016-06-17,Panamax,546
2016-06-17,Supramax,554
2016-06-20,Capesize,897
2016-06-20,Handysize,312
2016-06-20,Panamax,546
2016-06-20,Supramax,555
2016-06-21,Capesize,873
2016-06-21,Handysize,315
2016-06-21,Panamax,548
2016-06-21,Supramax,559
2016-06-22,Capesize,878
2016-06-22,Handysize,318
2016-06-22,Panamax,556
2016-06-22,Supramax,563
2016-06-23,Capesize,897
2016-06-23,Handysize,322
2016-06-23,Panamax,569
2016-06-23,Supramax,570
2016-06-24,Capesize,913
2016-06-24,Handysize,329
2016-06-24,Panamax,585
2016-06-24,Supramax,577
2016-06-27,Capesize,919
2016-06-27,Handysize,331
2016-06-27,Panamax,601
2016-06-27,Supramax,583
2016-06-28,Capesize,936
2016-06-28,Handysize,336
2016-06-28,Panamax,618
2016-06-28,Supramax,587
2016-06-29,Capesize,955
2016-06-29,Handysize,338
2016-06-29,Panamax,634
2016-06-29,Supramax,593
2016-06-30,Capesize,996
2016-06-30,Handysize,342
2016-06-30,Panamax,662
